_id,userInputs,userID,sessionID,stationID,spaceID,siteID,clusterID,connectionTime,disconnectTime,kWhDelivered,doneChargingTime,timezone
5fdd57d8f9af8b16e6675e16,"[{""userID"": 1085, ""milesRequested"": 200, ""WhPerMile"": 283, ""minutesAvailable"": 589, ""modifiedAt"": ""Wed, 02 Dec 2020 02:22:34 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Wed, 02 Dec 2020 12:11:24 GMT"", ""kWhRequested"": 56.6}]",000001085,5fdd57d8f9af8b16e6675e16,2-39-81-4550,11900388,0002,0039,"Wed, 02 Dec 2020 02:22:24 GMT","Wed, 02 Dec 2020 02:38:31 GMT",10.061,,America/Los_Angeles
5fdd57d8f9af8b16e6675e17,"[{""userID"": 1395, ""milesRequested"": 30, ""WhPerMile"": 250, ""minutesAvailable"": 488, ""modifiedAt"": ""Wed, 02 Dec 2020 02:38:49 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Wed, 02 Dec 2020 10:46:46 GMT"", ""kWhRequested"": 7.5}, {""userID"": 1395, ""milesRequested"": 30, ""WhPerMile"": 250, ""minutesAvailable"": 174, ""modifiedAt"": ""Wed, 02 Dec 2020 02:39:48 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Wed, 02 Dec 2020 05:32:46 GMT"", ""kWhRequested"": 7.5}]",000001395,5fdd57d8f9af8b16e6675e17,2-39-129-17,CA-307,0002,0039,"Wed, 02 Dec 2020 02:38:46 GMT","Wed, 02 Dec 2020 04:39:37 GMT",6.296,"Wed, 02 Dec 2020 04:39:08 GMT",America/Los_Angeles
5fdd57d8f9af8b16e6675e18,"[{""userID"": 1085, ""milesRequested"": 200, ""WhPerMile"": 283, ""minutesAvailable"": 589, ""modifiedAt"": ""Wed, 02 Dec 2020 02:39:45 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Wed, 02 Dec 2020 12:28:38 GMT"", ""kWhRequested"": 56.6}]",000001085,5fdd57d8f9af8b16e6675e18,2-39-128-18,CA-308,0002,0039,"Wed, 02 Dec 2020 02:39:38 GMT","Wed, 02 Dec 2020 04:40:06 GMT",13.73,"Wed, 02 Dec 2020 04:39:53 GMT",America/Los_Angeles
5fdd57dbf9af8b16e6675e19,"[{""userID"": 1746, ""milesRequested"": 100, ""WhPerMile"": 350, ""minutesAvailable"": 534, ""modifiedAt"": ""Wed, 02 Dec 2020 16:00:06 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Thu, 03 Dec 2020 00:53:51 GMT"", ""kWhRequested"": 35.0}]",000001746,5fdd57dbf9af8b16e6675e19,2-39-125-21,CA-311,0002,0039,"Wed, 02 Dec 2020 15:59:51 GMT","Wed, 02 Dec 2020 16:46:05 GMT",1.469,"Wed, 02 Dec 2020 16:44:37 GMT",America/Los_Angeles
5fdd57dbf9af8b16e6675e1a,"[{""userID"": 5855, ""milesRequested"": 220, ""WhPerMile"": 286, ""minutesAvailable"": 634, ""modifiedAt"": ""Wed, 02 Dec 2020 16:40:04 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Thu, 03 Dec 2020 03:13:53 GMT"", ""kWhRequested"": 62.92}]",000005855,5fdd57dbf9af8b16e6675e1a,2-39-81-4550,11900388,0002,0039,"Wed, 02 Dec 2020 16:39:53 GMT","Wed, 02 Dec 2020 17:32:40 GMT",30.191,,America/Los_Angeles
5fdd57dbf9af8b16e6675e1b,"[{""userID"": 9048, ""milesRequested"": 30, ""WhPerMile"": 450, ""minutesAvailable"": 300, ""modifiedAt"": ""Wed, 02 Dec 2020 17:29:40 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Wed, 02 Dec 2020 22:26:14 GMT"", ""kWhRequested"": 13.5}]",000009048,5fdd57dbf9af8b16e6675e1b,2-39-139-28,CA-303,0002,0039,"Wed, 02 Dec 2020 17:26:14 GMT","Thu, 03 Dec 2020 03:24:49 GMT",7.247,"Wed, 02 Dec 2020 19:34:37 GMT",America/Los_Angeles
5fdd57dbf9af8b16e6675e1c,"[{""userID"": 579, ""milesRequested"": 100, ""WhPerMile"": 283, ""minutesAvailable"": 468, ""modifiedAt"": ""Wed, 02 Dec 2020 23:56:44 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Thu, 03 Dec 2020 07:44:10 GMT"", ""kWhRequested"": 28.3}]",000000579,5fdd57dbf9af8b16e6675e1c,2-39-81-4550,11900388,0002,0039,"Wed, 02 Dec 2020 23:56:10 GMT","Thu, 03 Dec 2020 01:08:48 GMT",26.094,,America/Los_Angeles
5fdd57dcf9af8b16e6675e1d,"[{""userID"": 9048, ""milesRequested"": 30, ""WhPerMile"": 450, ""minutesAvailable"": 180, ""modifiedAt"": ""Thu, 03 Dec 2020 20:08:53 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Thu, 03 Dec 2020 23:08:23 GMT"", ""kWhRequested"": 13.5}]",000009048,5fdd57dcf9af8b16e6675e1d,2-39-79-379,CA-327,0002,0039,"Thu, 03 Dec 2020 20:08:23 GMT","Fri, 04 Dec 2020 01:19:30 GMT",5.057,"Thu, 03 Dec 2020 21:37:26 GMT",America/Los_Angeles
5fdd57dcf9af8b16e6675e1e,"[{""userID"": 7132, ""milesRequested"": 30, ""WhPerMile"": 274, ""minutesAvailable"": 480, ""modifiedAt"": ""Fri, 04 Dec 2020 00:30:48 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Fri, 04 Dec 2020 08:30:31 GMT"", ""kWhRequested"": 8.22}]",000007132,5fdd57dcf9af8b16e6675e1e,2-39-81-4550,11900388,0002,0039,"Fri, 04 Dec 2020 00:30:31 GMT","Fri, 04 Dec 2020 00:54:03 GMT",6.717,,America/Los_Angeles
5fdd57dcf9af8b16e6675e1f,"[{""userID"": 9499, ""milesRequested"": 100, ""WhPerMile"": 299, ""minutesAvailable"": 480, ""modifiedAt"": ""Fri, 04 Dec 2020 01:20:53 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Fri, 04 Dec 2020 09:20:09 GMT"", ""kWhRequested"": 29.9}]",000009499,5fdd57dcf9af8b16e6675e1f,2-39-81-4550,11900388,0002,0039,"Fri, 04 Dec 2020 01:20:09 GMT","Fri, 04 Dec 2020 01:42:37 GMT",13.037,,America/Los_Angeles
5fdd57dcf9af8b16e6675e20,,,5fdd57dcf9af8b16e6675e20,2-39-138-29,CA-304,0002,0039,"Fri, 04 Dec 2020 02:03:47 GMT","Fri, 04 Dec 2020 03:07:57 GMT",0.958,"Fri, 04 Dec 2020 02:34:23 GMT",America/Los_Angeles
5fdffa9df9af8b1b187b7538,"[{""userID"": 8677, ""milesRequested"": 50, ""WhPerMile"": 310, ""minutesAvailable"": 240, ""modifiedAt"": ""Fri, 04 Dec 2020 14:05:12 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Fri, 04 Dec 2020 18:05:12 GMT"", ""kWhRequested"": 15.5}]",000008677,5fdffa9df9af8b1b187b7538,2-39-131-30,CA-305,0002,0039,"Fri, 04 Dec 2020 14:05:12 GMT","Fri, 04 Dec 2020 19:20:53 GMT",4.775,"Fri, 04 Dec 2020 15:12:29 GMT",America/Los_Angeles
5fdffa9df9af8b1b187b7539,"[{""userID"": 1039, ""milesRequested"": 100, ""WhPerMile"": 283, ""minutesAvailable"": 288, ""modifiedAt"": ""Fri, 04 Dec 2020 15:25:33 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Fri, 04 Dec 2020 20:12:19 GMT"", ""kWhRequested"": 28.3}]",000001039,5fdffa9df9af8b1b187b7539,2-39-81-4550,11900388,0002,0039,"Fri, 04 Dec 2020 15:24:19 GMT","Fri, 04 Dec 2020 15:39:02 GMT",5.282,,America/Los_Angeles
5fdffa9df9af8b1b187b753a,"[{""userID"": 1039, ""milesRequested"": 100, ""WhPerMile"": 283, ""minutesAvailable"": 288, ""modifiedAt"": ""Fri, 04 Dec 2020 15:40:42 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Fri, 04 Dec 2020 20:28:05 GMT"", ""kWhRequested"": 28.3}]",000001039,5fdffa9df9af8b1b187b753a,2-39-129-17,CA-307,0002,0039,"Fri, 04 Dec 2020 15:40:05 GMT","Fri, 04 Dec 2020 16:41:02 GMT",7.003,"Fri, 04 Dec 2020 16:40:57 GMT",America/Los_Angeles
5fdffa9df9af8b1b187b753b,"[{""userID"": 9048, ""milesRequested"": 30, ""WhPerMile"": 450, ""minutesAvailable"": 180, ""modifiedAt"": ""Fri, 04 Dec 2020 18:18:48 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Fri, 04 Dec 2020 21:17:47 GMT"", ""kWhRequested"": 13.5}]",000009048,5fdffa9df9af8b1b187b753b,2-39-79-379,CA-327,0002,0039,"Fri, 04 Dec 2020 18:17:47 GMT","Sat, 05 Dec 2020 05:02:56 GMT",9.724,"Fri, 04 Dec 2020 21:05:22 GMT",America/Los_Angeles
5fdffa9df9af8b1b187b753c,"[{""userID"": 751, ""milesRequested"": 60, ""WhPerMile"": 340, ""minutesAvailable"": 360, ""modifiedAt"": ""Fri, 04 Dec 2020 19:57:54 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sat, 05 Dec 2020 01:57:53 GMT"", ""kWhRequested"": 20.4}]",000000751,5fdffa9df9af8b1b187b753c,2-39-79-382,CA-491,0002,0039,"Fri, 04 Dec 2020 19:57:53 GMT","Sat, 05 Dec 2020 01:33:34 GMT",3.919,"Fri, 04 Dec 2020 21:00:12 GMT",America/Los_Angeles
5fdffa9df9af8b1b187b753d,"[{""userID"": 1082, ""milesRequested"": 20, ""WhPerMile"": 290, ""minutesAvailable"": 120, ""modifiedAt"": ""Fri, 04 Dec 2020 22:24:28 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sat, 05 Dec 2020 00:23:25 GMT"", ""kWhRequested"": 5.8}]",000001082,5fdffa9df9af8b1b187b753d,2-39-78-365,CA-321,0002,0039,"Fri, 04 Dec 2020 22:23:25 GMT","Fri, 04 Dec 2020 23:09:56 GMT",1.746,"Fri, 04 Dec 2020 23:09:54 GMT",America/Los_Angeles
5fdffa9df9af8b1b187b753e,"[{""userID"": 1746, ""milesRequested"": 100, ""WhPerMile"": 350, ""minutesAvailable"": 534, ""modifiedAt"": ""Sat, 05 Dec 2020 00:00:11 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sat, 05 Dec 2020 08:53:33 GMT"", ""kWhRequested"": 35.0}]",000001746,5fdffa9df9af8b1b187b753e,2-39-125-21,CA-311,0002,0039,"Fri, 04 Dec 2020 23:59:33 GMT","Sat, 05 Dec 2020 01:01:30 GMT",2.171,"Sat, 05 Dec 2020 00:45:47 GMT",America/Los_Angeles
5fdffa9df9af8b1b187b753f,"[{""userID"": 9266, ""milesRequested"": 160, ""WhPerMile"": 300, ""minutesAvailable"": 461, ""modifiedAt"": ""Sat, 05 Dec 2020 01:47:42 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sat, 05 Dec 2020 09:28:30 GMT"", ""kWhRequested"": 48.0}]",000009266,5fdffa9df9af8b1b187b753f,2-39-81-4550,11900388,0002,0039,"Sat, 05 Dec 2020 01:47:30 GMT","Sat, 05 Dec 2020 02:30:46 GMT",19.601,,America/Los_Angeles
5fe14c1df9af8b1d3c7f2230,"[{""userID"": 1316, ""milesRequested"": 100, ""WhPerMile"": 283, ""minutesAvailable"": 480, ""modifiedAt"": ""Sat, 05 Dec 2020 20:24:37 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sun, 06 Dec 2020 04:24:08 GMT"", ""kWhRequested"": 28.3}]",000001316,5fe14c1df9af8b1d3c7f2230,2-39-81-4550,11900388,0002,0039,"Sat, 05 Dec 2020 20:24:08 GMT","Sat, 05 Dec 2020 21:18:17 GMT",18.656,,America/Los_Angeles
5fe14c1df9af8b1d3c7f2231,"[{""userID"": 9048, ""milesRequested"": 30, ""WhPerMile"": 450, ""minutesAvailable"": 180, ""modifiedAt"": ""Sat, 05 Dec 2020 20:38:37 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sat, 05 Dec 2020 23:38:38 GMT"", ""kWhRequested"": 13.5}]",000009048,5fe14c1df9af8b1d3c7f2231,2-39-79-379,CA-327,0002,0039,"Sat, 05 Dec 2020 20:38:38 GMT","Sun, 06 Dec 2020 02:58:47 GMT",5.308,"Sat, 05 Dec 2020 22:11:53 GMT",America/Los_Angeles
5fe14c1df9af8b1d3c7f2232,"[{""userID"": 232, ""milesRequested"": 240, ""WhPerMile"": 283, ""minutesAvailable"": 692, ""modifiedAt"": ""Sat, 05 Dec 2020 22:02:30 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sun, 06 Dec 2020 08:56:32 GMT"", ""kWhRequested"": 67.92}]",000000232,5fe14c1df9af8b1d3c7f2232,2-39-139-28,CA-303,0002,0039,"Sat, 05 Dec 2020 21:24:32 GMT","Sat, 05 Dec 2020 22:02:54 GMT",0.913,"Sat, 05 Dec 2020 22:03:52 GMT",America/Los_Angeles
5fe14c1df9af8b1d3c7f2233,"[{""userID"": 232, ""milesRequested"": 240, ""WhPerMile"": 283, ""minutesAvailable"": 692, ""modifiedAt"": ""Sat, 05 Dec 2020 22:03:01 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sun, 06 Dec 2020 09:34:58 GMT"", ""kWhRequested"": 67.92}, {""userID"": 232, ""milesRequested"": 100, ""WhPerMile"": 283, ""minutesAvailable"": 692, ""modifiedAt"": ""Sat, 05 Dec 2020 22:03:27 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sun, 06 Dec 2020 09:34:58 GMT"", ""kWhRequested"": 28.3}, {""userID"": 232, ""milesRequested"": 100, ""WhPerMile"": 283, ""minutesAvailable"": 203, ""modifiedAt"": ""Sat, 05 Dec 2020 22:03:43 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sun, 06 Dec 2020 01:25:58 GMT"", ""kWhRequested"": 28.3}]",000000232,5fe14c1df9af8b1d3c7f2233,2-39-139-28,CA-303,0002,0039,"Sat, 05 Dec 2020 22:02:58 GMT","Sat, 05 Dec 2020 22:20:46 GMT",1.951,"Sat, 05 Dec 2020 22:20:41 GMT",America/Los_Angeles
5fe14c1df9af8b1d3c7f2234,"[{""userID"": 856, ""milesRequested"": 20, ""WhPerMile"": 400, ""minutesAvailable"": 60, ""modifiedAt"": ""Sat, 05 Dec 2020 22:26:17 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sat, 05 Dec 2020 23:24:40 GMT"", ""kWhRequested"": 8.0}]",000000856,5fe14c1df9af8b1d3c7f2234,2-39-81-4550,11900388,0002,0039,"Sat, 05 Dec 2020 22:24:40 GMT","Sat, 05 Dec 2020 23:30:33 GMT",13.354,,America/Los_Angeles
5fe14c1df9af8b1d3c7f2235,"[{""userID"": 316, ""milesRequested"": 70, ""WhPerMile"": 290, ""minutesAvailable"": 146, ""modifiedAt"": ""Sat, 05 Dec 2020 23:43:44 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sun, 06 Dec 2020 02:09:17 GMT"", ""kWhRequested"": 20.3}]",000000316,5fe14c1df9af8b1d3c7f2235,2-39-81-4550,11900388,0002,0039,"Sat, 05 Dec 2020 23:43:17 GMT","Sun, 06 Dec 2020 00:09:04 GMT",6.007,,America/Los_Angeles
5fe14c1df9af8b1d3c7f2236,"[{""userID"": 7132, ""milesRequested"": 30, ""WhPerMile"": 274, ""minutesAvailable"": 480, ""modifiedAt"": ""Sun, 06 Dec 2020 00:15:21 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sun, 06 Dec 2020 08:13:34 GMT"", ""kWhRequested"": 8.22}, {""userID"": 7132, ""milesRequested"": 50, ""WhPerMile"": 274, ""minutesAvailable"": 480, ""modifiedAt"": ""Sun, 06 Dec 2020 00:24:07 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sun, 06 Dec 2020 08:13:34 GMT"", ""kWhRequested"": 13.7}]",000007132,5fe14c1df9af8b1d3c7f2236,2-39-81-4550,11900388,0002,0039,"Sun, 06 Dec 2020 00:13:34 GMT","Sun, 06 Dec 2020 00:47:45 GMT",8.299,,America/Los_Angeles
5fe14c1df9af8b1d3c7f2237,"[{""userID"": 1085, ""milesRequested"": 200, ""WhPerMile"": 283, ""minutesAvailable"": 589, ""modifiedAt"": ""Sun, 06 Dec 2020 00:56:13 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sun, 06 Dec 2020 10:45:07 GMT"", ""kWhRequested"": 56.6}, {""userID"": 1085, ""milesRequested"": 100, ""WhPerMile"": 283, ""minutesAvailable"": 589, ""modifiedAt"": ""Sun, 06 Dec 2020 00:56:37 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sun, 06 Dec 2020 10:45:07 GMT"", ""kWhRequested"": 28.3}, {""userID"": 1085, ""milesRequested"": 100, ""WhPerMile"": 283, ""minutesAvailable"": 204, ""modifiedAt"": ""Sun, 06 Dec 2020 00:56:58 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sun, 06 Dec 2020 04:20:07 GMT"", ""kWhRequested"": 28.3}]",000001085,5fe14c1df9af8b1d3c7f2237,2-39-131-30,CA-305,0002,0039,"Sun, 06 Dec 2020 00:56:07 GMT","Sun, 06 Dec 2020 02:47:42 GMT",12.886,"Sun, 06 Dec 2020 02:47:33 GMT",America/Los_Angeles
5fe14c1df9af8b1d3c7f2238,"[{""userID"": 1395, ""milesRequested"": 30, ""WhPerMile"": 250, ""minutesAvailable"": 488, ""modifiedAt"": ""Sun, 06 Dec 2020 00:57:16 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sun, 06 Dec 2020 09:05:16 GMT"", ""kWhRequested"": 7.5}]",000001395,5fe14c1df9af8b1d3c7f2238,2-39-138-29,CA-304,0002,0039,"Sun, 06 Dec 2020 00:57:16 GMT","Sun, 06 Dec 2020 03:19:39 GMT",5.51,"Sun, 06 Dec 2020 02:44:14 GMT",America/Los_Angeles
5fe14c1df9af8b1d3c7f2239,"[{""userID"": 9248, ""milesRequested"": 100, ""WhPerMile"": 295, ""minutesAvailable"": 480, ""modifiedAt"": ""Sun, 06 Dec 2020 01:34:44 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sun, 06 Dec 2020 09:13:30 GMT"", ""kWhRequested"": 29.5}]",000009248,5fe14c1df9af8b1d3c7f2239,2-39-81-4550,11900388,0002,0039,"Sun, 06 Dec 2020 01:13:30 GMT","Sun, 06 Dec 2020 02:02:07 GMT",12.315,,America/Los_Angeles
5fe14c1df9af8b1d3c7f223a,,,5fe14c1df9af8b1d3c7f223a,2-39-126-20,CA-310,0002,0039,"Sun, 06 Dec 2020 01:16:36 GMT","Sun, 06 Dec 2020 02:03:41 GMT",0.915,"Sun, 06 Dec 2020 01:47:15 GMT",America/Los_Angeles
5fe14c1df9af8b1d3c7f223b,"[{""userID"": 1085, ""milesRequested"": 200, ""WhPerMile"": 283, ""minutesAvailable"": 589, ""modifiedAt"": ""Sun, 06 Dec 2020 02:49:14 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sun, 06 Dec 2020 12:37:50 GMT"", ""kWhRequested"": 56.6}]",000001085,5fe14c1df9af8b1d3c7f223b,2-39-81-4550,11900388,0002,0039,"Sun, 06 Dec 2020 02:48:50 GMT","Sun, 06 Dec 2020 03:19:26 GMT",12.833,,America/Los_Angeles
5fe14c1df9af8b1d3c7f223c,"[{""userID"": 9502, ""milesRequested"": 50, ""WhPerMile"": 310, ""minutesAvailable"": 180, ""modifiedAt"": ""Sun, 06 Dec 2020 05:25:59 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sun, 06 Dec 2020 08:25:44 GMT"", ""kWhRequested"": 15.5}]",000009502,5fe14c1df9af8b1d3c7f223c,2-39-131-30,CA-305,0002,0039,"Sun, 06 Dec 2020 05:25:44 GMT","Sun, 06 Dec 2020 06:01:23 GMT",2.092,"Sun, 06 Dec 2020 06:01:14 GMT",America/Los_Angeles
5fe29d9cf9af8b1f48c36618,"[{""userID"": 9364, ""milesRequested"": 20, ""WhPerMile"": 296, ""minutesAvailable"": 57, ""modifiedAt"": ""Sun, 06 Dec 2020 19:49:04 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sun, 06 Dec 2020 20:45:46 GMT"", ""kWhRequested"": 5.92}]",000009364,5fe29d9cf9af8b1f48c36618,2-39-81-4550,11900388,0002,0039,"Sun, 06 Dec 2020 19:48:46 GMT","Sun, 06 Dec 2020 20:30:18 GMT",9.971,,America/Los_Angeles
5fe29d9cf9af8b1f48c36619,"[{""userID"": 2291, ""milesRequested"": 40, ""WhPerMile"": 330, ""minutesAvailable"": 483, ""modifiedAt"": ""Sun, 06 Dec 2020 20:14:13 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Mon, 07 Dec 2020 04:17:07 GMT"", ""kWhRequested"": 13.2}]",000002291,5fe29d9cf9af8b1f48c36619,2-39-79-379,CA-327,0002,0039,"Sun, 06 Dec 2020 20:14:07 GMT","Sun, 06 Dec 2020 22:44:47 GMT",4.098,"Sun, 06 Dec 2020 21:34:37 GMT",America/Los_Angeles
